person  ,year  ,statecode  ,race  ,gender  ,age  ,Education  ,Food  ,Beauty  ,Health
25684,2021,23,White  ,Female  ,20,458.9,392.1,44.74,210.25
25685,2021,23,Asian  ,Male  ,20,671.7,472,54.26,282.3
25686,2021,23,Asian  ,Male  ,18,402.6,518.2,39.43,213.55
25687,2021,23,Asian  ,Male  ,18,424.4,478.7,53.78,241.9
25688,2021,23,Asian  ,Male  ,19,420.1,415.1,55.9,203.35
25689,2021,23,White  ,Male  ,18,425.3,427,46.67,267.85
25690,2021,23,Asian  ,Male  ,18,492.7,416.9,45.43,219.2
25691,2021,23,White  ,Male  ,22,459,506.9,40.54,244.85
25692,2021,23,Black  ,Male  ,17,594.4,501.6,50.03,264.85
25693,2021,23,White  ,Female  ,18,392.4,406.7,41.77,195.55
25694,2021,23,White  ,Female  ,18,416.7,436.2,43.8,219.05
25695,2021,23,Asian  ,Female  ,18,439.6,426.5,37.75,187.55
25696,2021,23,White  ,Female  ,16,571.4,560.3,44.98,270.1
25697,2021,23,Asian  ,Male  ,16,520.4,558.1,63.42,290.85
25698,2021,23,White  ,Female  ,16,699.9,544.1,58.62,268.65
25699,2021,23,Non  ,Male  ,20,401.2,392.4,44.94,202.3
25700,2021,23,Asian  ,Male  ,17,506.3,472.2,40.14,218.6
25701,2021,23,Asian  ,Female  ,18,413.9,379.7,38.05,240.4
25702,2021,23,White  ,Female  ,19,646.7,502.2,57.75,274.95
25703,2021,23,Black  ,Male  ,21,614,560.4,57.56,237.2
25704,2021,23,Asian  ,Female  ,19,527.9,441.5,40.26,250.65
25705,2021,23,White  ,Female  ,17,596.1,438.8,45.02,179.8
25706,2021,23,Asian  ,Male  ,19,467.7,419.9,55.42,222.05
25707,2021,23,White  ,Male  ,23,617.1,557.4,59.79,225.2
25708,2021,23,Asian  ,Female  ,16,419,547,39.16,257.2
25709,2021,23,Asian  ,Male  ,18,441.7,453.5,41.81,173.95
25710,2021,23,White  ,Female  ,18,472.5,386.1,45.51,181.5
25711,2021,23,White  ,Male  ,20,716.6,600.3,61.7,297.65
25712,2021,23,Asian  ,Female  ,21,459.8,534.6,53.59,218.95
25713,2021,23,White  ,Male  ,18,533.5,511.9,66.22,235.35
25714,2021,23,White  ,Female  ,18,434.2,563.1,54.18,244.3
25715,2021,23,White  ,Female  ,20,777.3,693,70.72,313.85
25716,2021,23,White  ,Female  ,20,815.4,655,73.5,317.85
25717,2021,23,White  ,Male  ,18,507.6,504.8,50.04,270.05
25718,2021,23,White  ,Male  ,20,595.6,506.3,65.03,255.55
25719,2021,23,White  ,Female  ,18,560.7,458.5,53.82,223.75
25720,2021,23,Asian  ,Female  ,17,491,602.1,61.14,232.35
25721,2021,23,Asian  ,Female  ,17,492.9,381,38.82,189.9
25722,2021,23,Asian  ,Female  ,18,411.9,467.4,46.28,222.3
25723,2021,23,Asian  ,Female  ,17,450.7,500.1,52.61,176.25
25724,2021,23,Asian  ,Male  ,17,579,498.5,46,252.8
25725,2021,23,Black  ,Female  ,17,438.2,404.5,39,198.8
25726,2021,23,HispLatinos  ,Male  ,18,631,537.9,50.49,220.45
25727,2021,23,Asian  ,Male  ,17,509.8,437.1,46.4,238.75
25728,2021,23,White  ,Male  ,18,386.2,371.4,42.81,186.45
25729,2021,23,Asian  ,Female  ,18,413.9,564.3,55.86,261.6
25730,2021,23,Black  ,Female  ,18,458.3,492.9,41.88,226.55
25731,2021,23,Asian  ,Male  ,19,544.9,546.3,64.48,243.95
25732,2021,23,Black  ,Female  ,18,645.1,560.2,47.87,205.55
25733,2021,23,Asian  ,Female  ,17,390.4,357.7,40.24,183.15
25734,2021,23,Asian  ,Female  ,17,776.2,598.3,59.97,284.95
25735,2021,23,Asian  ,Female  ,19,651.8,510.1,52.9,253.2
25736,2021,23,White  ,Female  ,21,368.3,436.9,42.06,210.25
25737,2021,23,Asian  ,Female  ,17,544,376.1,38.3,176.45
25738,2021,23,Asian  ,Male  ,17,564.1,505,55.32,259.7
25739,2021,23,White  ,Female  ,18,408.1,374.2,46.92,223.15
25740,2021,23,Asian  ,Male  ,18,525.8,493,45.99,215.95
25741,2021,23,Asian  ,Male  ,18,436.7,540.6,52.89,218.05
25742,2021,23,Asian  ,Female  ,18,447.8,436.8,53.37,216.7
25743,2021,23,Asian  ,Female  ,18,366.5,435.9,41.47,254.4
25744,2021,23,Asian  ,Male  ,17,490.1,416.4,48.18,231.4
25745,2021,23,Asian  ,Female  ,18,379.6,472.5,48.13,206.55
25746,2021,23,Asian  ,Male  ,19,423,438.6,36.83,179.45
25747,2021,23,Asian  ,Female  ,17,495.6,477.9,52.4,187.85
25748,2021,23,Asian  ,Female  ,18,465.5,470.1,45.49,221.65
25749,2021,23,Asian  ,Female  ,20,624.2,529.2,55.29,252.4
25750,2021,23,Asian  ,Male  ,19,426.2,390.4,35.2,225.25
25751,2021,23,Asian  ,Female  ,17,465.2,506.3,52.93,217.1
25752,2021,23,White  ,Female  ,18,409.6,538.9,55.26,240.25
25753,2021,23,Asian  ,Male  ,19,442.1,443.2,50.62,245.85
25754,2021,23,Non  ,Female  ,17,415.5,461.4,39.89,175.95
25755,2021,23,Asian  ,Male  ,18,395.1,475.6,48.13,196
25756,2021,23,Asian  ,Male  ,22,721.9,526.7,65.51,305.45
25757,2021,23,Non  ,Female  ,17,409.1,452.6,45.15,252.6
25758,2021,23,Asian  ,Female  ,17,435.6,424.9,40.62,214.2
25759,2021,23,Asian  ,Male  ,17,390.5,395.6,37.41,191.1
25760,2021,23,Asian  ,Male  ,17,437.6,443.7,47.66,185.5
25761,2021,23,Asian  ,Female  ,19,510.7,438.8,45.93,245.9
25762,2021,23,Asian  ,Female  ,18,417.5,414.1,48.98,233.9
25763,2021,23,Asian  ,Male  ,18,455.7,523.9,42.72,180.75
25764,2021,23,Asian  ,Female  ,20,567.6,541.6,50.57,225.95
25765,2021,23,White  ,Female  ,17,370.3,574.5,57.7,244.95
25766,2021,23,Asian  ,Male  ,20,389.4,393.6,37.68,216.6
25767,2021,23,White  ,Female  ,23,701.6,650.7,67.57,333.35
25768,2021,23,Asian  ,Male  ,19,484.1,568.7,65.11,300.55
25769,2021,23,Asian  ,Female  ,18,444.2,451,41.95,235.7
25770,2021,23,White  ,Male  ,17,532.2,399.4,39.89,206.7
25771,2021,23,Asian  ,Female  ,18,398.2,531.1,42.65,182.5
25772,2021,23,White  ,Male  ,19,523.9,503.4,43.62,246.1
25773,2021,23,White  ,Female  ,19,478.4,412,39.53,194.55
25774,2021,23,Asian  ,Female  ,19,499,556.7,58.27,266.35
25775,2021,23,Asian  ,Male  ,16,587.7,574,41.76,266.6
25776,2021,23,White  ,Male  ,18,510.9,542.9,55.37,294.8
25777,2021,23,Asian  ,Female  ,16,496,335.8,41.85,209.05
25778,2021,23,Asian  ,Male  ,18,663.3,514.8,52.43,266.4
25779,2021,23,Asian  ,Female  ,19,560.7,511.9,55.59,231.2
25780,2021,23,Asian  ,Male  ,18,414.2,452.6,35.69,197.85
25781,2021,23,Asian  ,Female  ,20,761.1,640,64.07,331
25782,2021,23,White  ,Female  ,19,609.2,500.6,53.56,210.1
25783,2021,23,White  ,Female  ,19,424.9,365.9,38.86,213.65
25784,2021,23,Asian  ,Female  ,18,508.2,409.7,47.49,251.85
25785,2021,23,HispLatinos  ,Female  ,20,396,542.9,55.13,194.65
25786,2021,23,White  ,Female  ,17,467.5,448.1,49.76,268.6
25787,2021,23,Asian  ,Female  ,20,550.9,479.1,45.53,195.6
25788,2021,23,White  ,Female  ,19,462.2,448.2,44.74,198.15
25789,2021,23,White  ,Male  ,23,462.9,574.3,57.94,251.15
25790,2021,23,White  ,Female  ,21,744.9,595,61.38,252.3
25791,2021,23,Asian  ,Female  ,16,467.5,356,45.54,211.35
25792,2021,23,Black  ,Female  ,19,470.2,516.2,51.65,254.35
25793,2021,23,Black  ,Male  ,17,359.3,459.1,36.25,249.5
25794,2021,23,Asian  ,Male  ,19,543.8,555.7,54.89,258.8
25795,2021,23,Black  ,Female  ,18,488.6,539.7,54.4,229.4
25796,2021,23,Asian  ,Female  ,20,475.2,516.7,43.43,195.15
25797,2021,23,White  ,Female  ,17,638.2,540.9,59.09,236.45
25798,2021,23,Asian  ,Female  ,18,401.9,438.4,39.09,193.35
25799,2021,23,White  ,Female  ,16,620.9,556.9,55.66,194.25
25800,2021,23,Asian  ,Male  ,23,829.3,599.2,62.85,305.85
25801,2021,23,Asian  ,Male  ,22,590,463.1,41.86,194.75
25802,2021,23,White  ,Male  ,18,679.9,544.3,59.32,275.9
25803,2021,23,Asian  ,Male  ,16,583.6,458.3,42.19,233.15
25804,2021,23,White  ,Female  ,18,607,574.2,46.33,260.3
25805,2021,23,Asian  ,Female  ,18,519,461.6,51.59,210.7
25806,2021,23,White  ,Female  ,18,564.6,375.9,39.23,218.5
25807,2021,23,Asian  ,Male  ,21,620.3,541.4,55.48,282.15
25808,2021,23,White  ,Male  ,17,578.1,443.4,51.25,233
25809,2021,23,White  ,Male  ,19,475.2,459,42.34,272.75
25810,2021,23,Asian  ,Male  ,18,718.8,595,58.31,302.15
25811,2021,23,Asian  ,Female  ,21,662.9,552.9,61.95,307
25812,2021,23,Asian  ,Male  ,18,617.9,513.2,47.03,246.75
25813,2021,23,White  ,Male  ,20,629.8,566.8,55.51,274.5
25814,2021,23,Asian  ,Male  ,20,629.5,426.1,51.77,230.7
25815,2021,23,Asian  ,Male  ,19,393.7,428.9,45.84,213.45
25816,2021,23,Black  ,Female  ,16,400.2,337.7,45.51,241.15
25817,2021,23,Asian  ,Female  ,16,417.5,366.4,52.62,256.05
25818,2021,23,White  ,Female  ,23,400.9,509.1,53.47,265.85
25819,2021,23,White  ,Male  ,18,618.2,513.7,54.52,314.35
25820,2021,23,White  ,Male  ,18,436.7,481.3,50.26,261
25821,2021,23,Non  ,Male  ,16,551.5,558.2,55.48,312.35
25822,2021,23,Asian  ,Female  ,16,393.7,449.6,35.64,213.5
25823,2021,23,White  ,Male  ,23,791.9,596.2,61.96,286.95
25824,2021,23,Black  ,Male  ,20,552.5,579.9,64.52,285.45
25825,2021,23,Asian  ,Female  ,19,605.1,615.2,61.95,317.1
25826,2021,23,Asian  ,Male  ,18,538.2,480.7,52.06,244.65
25827,2021,23,Asian  ,Female  ,20,408.6,480.4,42.91,208.1
25828,2021,23,White  ,Male  ,19,869,616.6,65.37,335.5
25829,2021,23,White  ,Male  ,23,541.1,500.2,40.97,249.6
25830,2021,23,White  ,Female  ,23,445.5,558.3,56.5,255.5
25831,2021,23,Asian  ,Female  ,18,536.1,580.6,60.53,251.15
25832,2021,23,Asian  ,Female  ,18,430.2,511.2,44.14,223.3
25833,2021,23,Asian  ,Female  ,19,392.4,340.8,44.56,213.4
25834,2021,23,Asian  ,Male  ,18,657.2,604.9,67.51,314.9
25835,2021,23,Black  ,Female  ,18,380.6,508.6,50.14,228.15
25836,2021,23,Asian  ,Male  ,17,648,505.4,59.08,219.25
25837,2021,23,White  ,Male  ,18,684.5,507.5,52.79,245.7
25838,2021,23,Asian  ,Male  ,18,607.7,538,57.41,270
25839,2021,23,Asian  ,Female  ,18,540,349.9,41.27,221.55
25840,2021,23,Asian  ,Female  ,18,532.5,520.4,52.28,270.35
25841,2021,23,Asian  ,Female  ,22,442.6,418.2,44.16,211.95
25842,2021,23,Asian  ,Female  ,18,450.2,482.4,51.4,218.55
25843,2021,23,Asian  ,Male  ,17,531.6,528.5,52.92,237
25844,2021,23,White  ,Female  ,18,536,541.6,53.44,251.6
25845,2021,23,Black  ,Female  ,24,446.8,450.6,52.03,229.8
25846,2021,23,White  ,Female  ,17,661.7,486.4,50.75,305.1
25847,2021,23,White  ,Male  ,16,696.8,548.4,50.8,191.75
25848,2021,23,Asian  ,Female  ,18,455.6,495.7,56.2,244.3
25849,2021,23,White  ,Male  ,17,454.2,385.6,39.21,193.95
25850,2021,23,Black  ,Female  ,17,472.5,543.5,49.69,230.9
25851,2021,23,Asian  ,Male  ,17,407.5,441.3,56.63,182.95
25852,2021,23,Asian  ,Male  ,16,475.7,418.4,45.53,267.25
25853,2021,23,Asian  ,Female  ,18,476.4,360.7,39.62,219.55
25854,2021,23,Asian  ,Female  ,19,415.8,395.8,38.15,253.25
25855,2021,23,Asian  ,Female  ,19,537.1,471.4,47.55,266.3
25856,2021,23,Asian  ,Female  ,16,495.7,386,39.62,228.45
25857,2021,23,White  ,Female  ,17,699.6,638.5,64.02,291.7
25858,2021,23,Asian  ,Female  ,19,548.1,477.2,38.36,221.7
25859,2021,23,Asian  ,Male  ,19,516.3,483,43.61,238
25860,2021,23,Asian  ,Female  ,17,458,408.4,42.18,207.7
25861,2021,23,Asian  ,Male  ,18,497.3,496.3,47.47,228.1
25862,2021,23,Asian  ,Male  ,17,401.2,537.2,53.34,225.6
25863,2021,23,Asian  ,Female  ,17,381.1,389.6,39.5,208.85
25864,2021,23,Asian  ,Male  ,16,548.7,451.8,55.04,228.05
25865,2021,23,Asian  ,Female  ,17,437.7,534.6,50.13,206.45
25866,2021,23,Asian  ,Male  ,17,490.7,583.2,58.01,262.15
25867,2021,23,Asian  ,Male  ,21,590,426,35.26,194.85
25868,2021,23,Asian  ,Female  ,18,458.7,426.1,38.65,207.15
25869,2021,23,Asian  ,Female  ,17,496.1,435.3,43.18,235.6
25870,2021,23,White  ,Male  ,18,563.4,491.9,46.64,217.75
25871,2021,23,Asian  ,Female  ,18,606.3,523.2,52.41,220.65
25872,2021,23,Asian  ,Female  ,17,465.3,480.1,41.61,218.8
25873,2021,23,Black  ,Female  ,22,407.9,453.1,45.97,232.35
25874,2021,23,Asian  ,Female  ,20,412.5,552.7,61.69,265.05
25875,2021,23,Asian  ,Female  ,16,445,514.3,55.92,212.3
25876,2021,23,Asian  ,Female  ,17,438,406.6,48.04,208.5
25877,2021,23,Asian  ,Female  ,16,393.7,501.2,43.82,237.6
25878,2021,23,Asian  ,Female  ,17,651.7,576,61.85,265.6
25879,2021,23,Asian  ,Female  ,17,401.1,454.1,41.16,176.6
25880,2021,23,Asian  ,Female  ,19,392.1,462.6,43.94,202.5
25881,2021,23,Asian  ,Female  ,17,503.7,571.9,62.22,273.05
25882,2021,23,Asian  ,Male  ,18,493.2,543,43.08,258.65
25883,2021,23,Asian  ,Male  ,17,449.2,503.8,39.84,198.75
25884,2021,23,Asian  ,Female  ,18,422.8,457.3,43.47,225.8
25885,2021,23,Asian  ,Female  ,17,372.8,498.2,53.77,241.9
25886,2021,23,Asian  ,Female  ,18,446.6,489.3,37.56,264.6
25887,2021,23,Asian  ,Male  ,18,428.8,456.1,39.78,226.85
25888,2021,23,Asian  ,Female  ,18,390.5,399.6,37.66,223.45
25889,2021,23,Asian  ,Male  ,16,385.8,349.9,40.16,227.1
25890,2021,23,Asian  ,Male  ,17,482.6,484.7,44.3,232.95
25891,2021,23,Asian  ,Male  ,17,386.8,367.5,44.69,207.55
25892,2021,23,Asian  ,Male  ,18,574,483.7,50.34,260.95
25893,2021,23,Non  ,Female  ,18,444.1,523.9,54.55,248.05
25894,2021,23,Asian  ,Male  ,17,398.3,450.7,39.09,175.6
25895,2021,23,Asian  ,Male  ,18,449,411.6,44.53,222.7
25896,2021,23,Asian  ,Female  ,18,459.3,486.5,50.16,216.55
25897,2021,23,Asian  ,Male  ,16,745.5,515.4,63.76,313.85
25898,2021,23,Asian  ,Female  ,16,412.7,321.5,35.88,231.65
25899,2021,23,Asian  ,Female  ,22,364.8,469.8,47.37,214.25
25900,2021,23,White  ,Female  ,21,569.2,419.1,46.07,211.6
25901,2021,23,Asian  ,Female  ,18,478.1,458.8,39.19,205.5
25902,2021,23,White  ,Female  ,20,427,499.3,48.41,248.1
25903,2021,23,Asian  ,Female  ,17,485.6,540.9,57.36,232.1
25904,2021,23,Asian  ,Female  ,17,496.5,454.8,40.64,197.3
25905,2021,23,Asian  ,Male  ,23,468.7,429.1,46.33,241.6
25906,2021,23,Asian  ,Female  ,18,405.8,341.2,42.74,184.95
25907,2021,23,White  ,Male  ,17,449,460.5,47.26,236.15
25908,2021,23,Black  ,Male  ,20,494.4,405.1,44.95,174.6
25909,2021,23,Black  ,Female  ,22,429.8,461.1,50.95,192.35
25910,2021,23,Black  ,Female  ,21,398,449.6,52.37,195.45
25911,2021,23,Asian  ,Female  ,17,507.9,466.8,46.35,261.75
25912,2021,23,Asian  ,Female  ,17,384,482.6,45.35,243.25
25913,2021,23,Asian  ,Female  ,20,446.8,523.5,56.29,254.3
25914,2021,23,White  ,Male  ,18,543.8,586,46.79,228.9
25915,2021,23,Asian  ,Female  ,18,623.9,525.4,47.68,243.8
25916,2021,23,Asian  ,Female  ,18,472.6,527,34.27,184.3
25917,2021,23,White  ,Female  ,18,402.5,436.2,38.7,233.35
25918,2021,23,Asian  ,Male  ,18,805.2,625,70.8,295.45
25919,2021,23,White  ,Female  ,19,624.6,603,64.2,257.3
25920,2021,23,Asian  ,Male  ,16,376,535.8,53.07,246.25
25921,2021,23,White  ,Female  ,18,488.3,563.2,45.63,241.05
25922,2021,23,Asian  ,Male  ,16,614.1,418,54.75,262
25923,2021,23,White  ,Female  ,17,427.6,386.6,37.29,219.05
25924,2021,23,HispLatinos  ,Female  ,19,454.7,509.1,52.49,266.05
25925,2021,23,Asian  ,Male  ,18,703.6,601.7,63.58,288.9
25926,2021,23,Asian  ,Female  ,18,387.1,447.6,51.62,234.15
25927,2021,23,Asian  ,Male  ,18,694.2,570.8,57.5,273.9
25928,2021,23,Asian  ,Female  ,22,466.6,441.6,46.81,255.95
25929,2021,23,Asian  ,Female  ,19,449.3,463.5,42.86,250.15
25930,2021,23,Asian  ,Male  ,19,599,440,46.09,249.35
25931,2021,23,Asian  ,Female  ,18,403,342.3,39.16,197.7
25932,2021,23,White  ,Female  ,18,445.8,511.4,54.07,187.1
25933,2021,23,Asian  ,Female  ,17,574.4,521.1,56.57,265.55
25934,2021,23,Asian  ,Female  ,19,448.8,446,50.14,240.95
25935,2021,23,Asian  ,Female  ,18,576,515.2,55.15,232.55
25936,2021,23,Asian  ,Male  ,17,512.1,421,43.59,189.75
25937,2021,23,White  ,Female  ,19,483,530.6,55.62,216.55
25938,2021,23,Asian  ,Female  ,17,542.9,523.7,52.52,263.85
25939,2021,23,Asian  ,Female  ,18,539.7,479.5,55.06,273.75
25940,2021,23,Asian  ,Female  ,18,387.4,415.5,34.19,204.75
25941,2021,23,Asian  ,Female  ,17,461.3,352.4,41.28,181.8
25942,2021,23,Asian  ,Female  ,22,425.5,504.8,48.28,259.25
25943,2021,23,Asian  ,Male  ,17,632.2,568.9,59.2,292.8
25944,2021,23,Asian  ,Male  ,19,441.6,420.4,48.02,211.6
25945,2021,23,Asian  ,Female  ,18,379.7,399.8,40.63,232.2
25946,2021,23,White  ,Female  ,16,391.3,429.9,48.2,210.8
25947,2021,23,Asian  ,Female  ,19,468.2,490.1,42.36,208.4
25948,2021,23,Asian  ,Female  ,22,471.1,424.6,36.59,205.7
25949,2021,23,Asian  ,Male  ,17,572.7,454.5,52.21,243.55
25950,2021,23,Asian  ,Female  ,18,353.8,395.4,40.61,192.5
25951,2021,23,Asian  ,Female  ,24,563.6,610.8,64.67,267.6
25952,2021,23,Black  ,Male  ,16,574.3,545.3,60.03,260.5
25953,2021,23,Asian  ,Female  ,18,487.1,503.6,48.68,216.65
25954,2021,23,Asian  ,Female  ,18,550.7,530,60.19,238.85
25955,2021,23,Asian  ,Female  ,17,435.3,445.9,42.77,212.8
25956,2021,23,White  ,Female  ,17,515,541.4,55.87,256.35
25957,2021,23,White  ,Male  ,20,646.3,460,51.5,236.4
25958,2021,23,Asian  ,Male  ,16,563.7,493.2,56.39,253.95
25959,2021,23,Asian  ,Female  ,18,442,461.6,46.62,210.8
25960,2021,23,Asian  ,Female  ,18,459.8,442.9,44.69,212.85
25961,2021,23,Black  ,Male  ,16,400.5,427.3,36.3,207.5
25962,2021,23,Asian  ,Female  ,18,590.8,600.3,60.48,284
25963,2021,23,Asian  ,Female  ,18,537.8,562.1,56.8,250.6
25964,2021,23,Asian  ,Female  ,19,405.6,470.6,44.41,179.55
25965,2021,23,Asian  ,Male  ,17,426.9,461.2,36.7,194.4
25966,2021,23,Asian  ,Male  ,17,394,540.5,53.49,221.65
25967,2021,23,Asian  ,Female  ,18,581.2,574.3,62.82,273.25
25968,2021,23,Asian  ,Female  ,18,380.9,601.6,59.31,237.6
25969,2021,23,White  ,Female  ,16,417.6,437,44.12,184.7
25970,2021,23,Asian  ,Female  ,19,494.3,605.4,63.32,246.05
25971,2021,23,Asian  ,Male  ,16,618.1,450.6,53.59,242.45
25972,2021,23,Asian  ,Female  ,17,439.6,508,52.21,262.8
25973,2021,23,White  ,Male  ,19,448.2,484.1,36.41,233.35
25974,2021,23,Black  ,Female  ,17,714.7,539.3,63.95,260.05
25975,2021,23,HispLatinos  ,Male  ,20,638.5,530.9,56.39,208.3
25976,2021,23,Asian  ,Male  ,20,517.3,506,53.4,269.1
25977,2021,23,Asian  ,Male  ,19,597.5,514.9,42.46,179.05
25978,2021,23,Asian  ,Female  ,19,551.9,442.5,42.28,237.6
25979,2021,23,White  ,Female  ,18,540.9,545.8,45.27,230.1
25980,2021,23,Black  ,Male  ,18,413.2,482.1,47.28,235.5
25981,2021,23,Asian  ,Female  ,18,416.4,399,45.83,217.95
25982,2021,23,Asian  ,Female  ,17,400.9,448.4,42.31,235.8
25983,2021,23,Asian  ,Female  ,17,473.6,366.9,36.01,214.85
25984,2021,23,Asian  ,Male  ,19,453.3,500.5,52.43,233.3
25985,2021,23,Asian  ,Male  ,17,500.3,412.2,35.24,218.4
25986,2021,23,Asian  ,Female  ,16,650.9,573.1,61.46,283.3
25987,2021,23,White  ,Male  ,19,688.3,607.6,65.42,321.4
25988,2021,23,Black  ,Male  ,17,490.3,451.9,45.49,200.1
25989,2021,23,Asian  ,Female  ,17,470.5,500.7,50.8,237.7
25990,2021,23,White  ,Male  ,18,408.7,434.5,40.33,177.8
25991,2021,23,Asian  ,Male  ,18,392.9,351.2,43.04,186.55
25992,2021,23,Asian  ,Female  ,16,448,554.5,53.51,268.45
25993,2021,23,Asian  ,Male  ,18,456.2,467.3,46.14,284.25
25994,2021,23,Asian  ,Female  ,20,424.5,330,39.84,247.65
25995,2021,23,White  ,Male  ,18,646.8,547.4,56.51,245.05
25996,2021,23,Asian  ,Male  ,19,548.3,557.5,56.42,232.15
25997,2021,23,Asian  ,Female  ,19,505.1,423.9,45.27,205.65
25998,2021,23,White  ,Male  ,17,410.9,442.5,46.72,260.45
25999,2021,23,White  ,Female  ,18,428.8,542,56.26,234.4
26000,2021,23,Non  ,Female  ,17,444.8,369.3,37.43,184.9
26001,2021,23,Asian  ,Male  ,18,592.7,588.6,58.54,247.15
26002,2021,23,Asian  ,Female  ,18,429.3,404.3,47.86,242.05
26003,2021,23,Asian  ,Male  ,17,677.1,556.1,57.86,254.35
26004,2021,23,White  ,Female  ,17,490.2,513.6,43.39,231.2
26005,2021,23,Asian  ,Female  ,18,378.3,303.2,39.23,212.85
26006,2021,23,Asian  ,Male  ,16,490.5,590,63.44,245.4
26007,2021,23,White  ,Female  ,17,582,521.9,55.57,237.05
26008,2021,23,Asian  ,Female  ,18,457.4,442.1,43.96,186.9
26009,2021,23,Asian  ,Male  ,19,441.4,518.9,49.28,262.4
26010,2021,23,Asian  ,Male  ,18,513.3,462.3,38.23,210.95
26011,2021,23,Asian  ,Male  ,17,482.7,446.9,49.46,242.8
26012,2021,23,Asian  ,Female  ,16,481.1,419.1,45.82,197.05
26013,2021,23,White  ,Male  ,19,837.1,604.1,71.36,329.7
26014,2021,23,Black  ,Female  ,17,390,406.3,51.07,224.45
26015,2021,23,Non  ,Female  ,20,458.4,380.9,41.23,225.8
26016,2021,23,Non  ,Female  ,17,556.8,375.4,39.71,197.1
26017,2021,23,Asian  ,Female  ,17,431,547.5,57.75,227.45
26018,2021,23,Asian  ,Male  ,18,714.7,561.3,57.79,302.85
26019,2021,23,White  ,Female  ,18,465.9,499.9,43.55,234.7
26020,2021,23,Asian  ,Female  ,17,529.9,482.3,42.33,253.85
26021,2021,23,White  ,Female  ,18,399.3,445.3,48.51,274.55
26022,2021,23,White  ,Female  ,19,490,544.2,53.43,247.7
26023,2021,23,Asian  ,Male  ,18,604.6,495.8,47.98,274.05
26024,2021,23,White  ,Female  ,18,617.5,452.3,47.63,184.95
26025,2021,23,Asian  ,Female  ,17,603.4,500.1,55.13,289.05
26026,2021,23,Asian  ,Female  ,16,504.2,516.8,60.11,278.05
26027,2021,23,Black  ,Male  ,24,710.2,606.5,65.42,278.7
26028,2021,23,White  ,Female  ,18,650.9,570.5,66.24,270.05
26029,2021,23,Asian  ,Female  ,22,424.6,478.8,50.06,212.75
26030,2021,23,Asian  ,Female  ,19,539.9,448.8,52.61,206.5
26031,2021,23,Asian  ,Male  ,18,558.4,453.3,36.63,231.6
26032,2021,23,Non  ,Female  ,18,454.9,342.5,43.91,170.5
26033,2021,23,Asian  ,Female  ,21,460.7,518.1,45.54,246.95
26034,2021,23,Asian  ,Male  ,18,429.8,472.7,45.77,173.1
26035,2021,23,Asian  ,Male  ,17,585.7,562,61.5,277.5
26036,2021,23,Asian  ,Female  ,18,438.5,454.2,40.48,253.1
26037,2021,23,Asian  ,Male  ,19,633.9,513.4,56.56,233.75
26038,2021,23,Asian  ,Female  ,17,509.1,589.2,54.34,238.2
26039,2021,23,White  ,Female  ,19,564.4,528.1,53.98,252.1
26040,2021,23,White  ,Female  ,19,433.5,456.4,37.52,208
26041,2021,23,Asian  ,Female  ,16,496.8,519,55.08,192.55
26042,2021,23,White  ,Male  ,20,614.9,549.5,59.58,278.4
26043,2021,23,White  ,Female  ,17,537.6,578.5,49.97,278.55
26044,2021,23,White  ,Male  ,17,570.3,517.1,43.55,254.65
26045,2021,23,Asian  ,Female  ,18,388.1,442.4,48.8,256.5
26046,2021,23,White  ,Female  ,17,777.6,662,73.93,348.3
26047,2021,23,White  ,Female  ,18,637.4,530.3,51.9,206.7
26048,2021,23,Asian  ,Male  ,17,528.4,414.5,40.47,210
26049,2021,23,Asian  ,Male  ,18,402.2,515.1,39.18,210.5
26050,2021,23,Asian  ,Female  ,18,469.8,403.5,42.9,241.5
26051,2021,23,Asian  ,Female  ,17,419.3,516.2,46.83,272.95
26052,2021,23,Asian  ,Female  ,18,440.5,440.8,46.77,219.5
26053,2021,23,Asian  ,Female  ,16,396,432.4,40.59,217.25
26054,2021,23,Asian  ,Female  ,18,472.4,454.4,37.33,230.2
26055,2021,23,Asian  ,Female  ,18,465.7,469.3,42.55,197.4
26056,2021,23,Asian  ,Female  ,18,444,396.5,36.84,202.55
26057,2021,23,White  ,Female  ,18,439.4,466,42.01,194.4
26058,2021,23,White  ,Male  ,18,444.3,494.1,49.95,239.9
26059,2021,23,Asian  ,Male  ,17,528,426,36.88,218.1
26060,2021,23,White  ,Female  ,19,498.3,503.6,44.73,247.9
26061,2021,23,White  ,Female  ,17,462.6,546,60.07,276.7
26062,2021,23,HispLatinos  ,Female  ,18,412.4,349,49.15,187.8
26063,2021,23,Asian  ,Female  ,17,365.4,430.4,33.69,173.45
26064,2021,23,Asian  ,Female  ,17,624.7,502.1,49.78,232.15
26065,2021,23,White  ,Female  ,18,432.6,540.4,51.01,196.55
26066,2021,23,Asian  ,Male  ,18,603.2,570.1,54.35,267.65
26067,2021,23,Asian  ,Female  ,21,482.9,506.1,40.23,219.45
26068,2021,23,Asian  ,Male  ,17,578.8,561.6,60.5,222.4
26069,2021,23,Black  ,Female  ,17,631.7,538.6,48.38,235.25
26070,2021,23,Asian  ,Female  ,18,461,461.9,58.95,188.05
26071,2021,23,Non  ,Male  ,17,435.3,449.4,41.18,201.45
